UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,PCTPOST,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,XAPPFEEP,APPLFEEP,FT_UG,FT_FTUG,FT_GD,FT_FP,PT_UG,PT_FTUG,PT_GD,PT_FP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4 
166452,1,1,1,1,0,1,3,-2,-2,-2,0,0,1,1,1,1,1,1,-2,-2,-2,0,1,0,0,2,1,2,1,1,1,1,1,1,3,2,"R",549,"R",1984,"R",322,"R",1315,"R",82,"R",246,"R",1,"R",3,2,"R",308,"R",93,"R",47,"R",14,"R",490,"R",600,"R",460,"R",560,"R",490,"R",590,"R",19,"R",26,"R",19,"R",26,"R",17,"R",25,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,215,2,-2,1,215,-2,1,"R",40,"R",50,"A",.,1,1,1,-2,1,1,1,-2,2,1,"R",665,1,"R",19,"R",7500,"R",4500,"A",.,2,"R",83,"R",249,"R",332,"R",2533,"R",1637,"R",328,"R",4,1,0,0,1,0
166489,0,1,0,1,0,0,3,-2,-2,-2,0,0,0,1,0,1,1,1,-2,-2,-2,0,0,0,0,2,1,3,1,3,1,1,2,1,4,2,"R",12,"R",18,"R",9,"R",10,"R",3,"R",2,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",90,"R",90,"A",.,1,1,1,-2,1,1,1,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",3,"R",2,"R",5,"R",30,"R",19,"R",5,"R",0,1,0,0,1,0
166498,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166513,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,1,1,0,0,0,-2,-2,-2,2,1,2,1,2,1,2,1,1,3,1,"R",3645,"R",2697,"R",2713,"R",1800,"R",798,"R",425,"R",15,"R",5,1,"R",1234,"R",99,"R",0,"R",0,"R",480,"R",570,"R",500,"R",610,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,153,1,153,1,153,-2,1,"R",60,"R",60,"A",.,1,1,1,2,1,1,1,2,1,1,"R",2670,1,"R",19,"R",4742,"R",2617,"A",.,2,"R",813,"R",430,"R",1243,"R",6342,"R",4513,"R",1223,"R",20,1,0,0,1,0
166586,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166595,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166601,1,1,-2,0,0,0,4,-2,-2,30,1,0,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,2,3,1,3,1,1,3,2,3,2,"R",49,"R",190,"R",26,"R",118,"R",16,"R",53,"R",0,"R",3,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",16,"R",56,"R",72,"R",239,"R",144,"R",69,"R",3,1,0,0,1,0
166629,1,1,1,1,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,-2,-2,-2,0,1,0,0,2,1,2,1,1,1,2,1,1,3,2,"R",13721,"R",15210,"R",8102,"R",10500,"R",1969,"R",2167,"R",3,"R",5,2,"R",4005,"R",97,"R",533,"R",3,"R",510,"R",620,"R",540,"R",640,"B",.,"B",.,"R",22,"R",27,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,103,1,103,1,103,1,103,-2,1,"R",40,"R",40,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",11982,2,"A",.,"R",4524,"R",4180,"A",.,1,"R",1972,"R",2172,"R",4144,"R",28931,"R",18602,"R",4136,"R",8,1,0,0,1,0
166638,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,1,1,0,0,0,-2,-2,-2,2,1,3,1,1,2,3,1,1,3,2,"R",1860,"R",2716,"R",1146,"R",1738,"R",400,"R",570,"R",14,"R",36,2,"R",937,"R",92,"R",0,"Z",0,"R",420,"R",550,"R",450,"R",560,"B",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,178,1,178,1,178,-2,1,"R",40,"R",40,"A",.,1,1,1,2,1,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",414,"R",606,"R",1020,"R",4576,"R",2884,"R",970,"R",50,1,0,0,1,0
166647,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",20,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166656,0,1,1,0,0,0,3,-2,-2,-2,1,0,0,0,1,1,1,0,-2,-2,-2,0,1,1,0,2,1,1,1,1,1,3,1,1,3,2,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,2,"R",325,"R",97,"R",80,"R",24,"R",470,"R",560,"R",490,"R",585,"R",480,"R",570,"R",21,"R",24,"R",19,"R",24,"R",19,"R",25,"R",20,"R",25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",70,"R",70,"A",.,1,1,1,-2,1,2,1,-2,2,1,"R",727,2,"A",.,"R",8800,"R",2790,"A",.,2,"B",.,"B",.,"R",334,"R",1403,"R",1105,"R",334,"R",0,2,0,0,0,0
166665,1,1,1,1,0,0,1,2,0,-2,1,1,1,1,1,1,1,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,-2,-2,-2,-2
166674,1,1,1,1,0,0,1,2,0,-2,1,1,0,0,1,1,1,0,-2,-2,-2,0,0,0,0,2,1,2,1,1,1,1,1,1,3,2,"R",459,"R",1048,"R",205,"R",567,"R",80,"R",197,"R",0,"R",1,2,"R",264,"R",95,"R",19,"R",7,"R",510,"R",620,"R",480,"R",590,"R",500,"R",600,"R",21,"R",27,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",65,"R",75,"A",.,1,1,1,-2,1,1,1,-2,1,1,"R",370,2,"A",.,"R",8430,"R",2790,"A",.,2,"R",80,"R",198,"R",278,"R",1507,"R",772,"R",277,"R",1,1,0,0,1,0
166683,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,-2,-2,-2,0,1,0,0,2,2,3,1,2,1,3,1,2,3,2,"R",9464,"R",3932,"R",828,"R",761,"R",561,"R",487,"R",0,"R",0,2,"R",994,"R",95,"R",318,"R",30,"R",660,"R",760,"R",720,"R",800,"R",660,"R",750,"R",31,"R",34,"R",30,"R",35,"R",32,"R",36,"R",8,"R",10,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,184,1,186,1,186,1,186,-2,4,"R",65,"R",75,"A",.,1,1,1,-2,1,2,1,-2,2,1,"R",5280,2,"A",.,"R",6400,"R",4460,"A",.,1,"R",561,"R",487,"R",1048,"R",13396,"R",1589,"R",1048,"R",0,1,0,0,1,0
166692,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,-2,-2,-2,2,1,2,1,1,1,3,1,1,4,2,"R",937,"R",90,"R",509,"R",60,"R",281,"R",23,"R",0,"R",0,2,"R",291,"R",96,"R",53,"R",17,"R",410,"R",550,"R",480,"R",580,"R",410,"R",550,"R",18,"R",22,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,184,2,-2,1,179,1,179,-2,4,"R",40,"R",100,"A",.,1,1,1,2,1,2,1,2,1,1,"R",1058,1,"R",19,"R",4668,"R",3939,"A",.,1,"R",281,"R",23,"R",304,"R",1027,"R",569,"R",304,"R",0,1,0,0,1,0
166708,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,1,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"R",25,"R",75,2,2,1,1,2,2,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
166717,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"A",.,"R",50,"A",.,2,2,1,2,2,2,1,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
166805,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,"A",.,1,1,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166823,1,1,-2,1,1,0,1,2,9,-2,1,1,1,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166850,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,-2,-2,-2,0,0,0,0,2,2,3,1,1,1,1,3,1,3,2,"R",2093,"R",1826,"R",1547,"R",1538,"R",309,"R",292,"R",4,"R",2,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,153,1,153,1,153,1,153,-2,1,"R",60,"R",50,"A",.,1,1,1,-2,1,1,1,-2,2,1,"R",1570,1,"R",19,"R",6040,"R",4150,"A",.,2,"R",313,"R",294,"R",607,"R",3919,"R",3085,"R",601,"R",6,1,1,0,1,0
166869,1,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,1,1,1,-2,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,1,1,1,1,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",65,"R",65,"A",.,1,2,1,-2,2,2,1,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166887,1,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",0,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166911,0,1,0,1,0,0,3,-2,-2,-2,0,0,0,1,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",50,"A",.,"B",.,1,1,2,-2,1,2,2,-2,2,1,"R",145,3,"A",.,"R",6000,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166939,0,1,0,0,0,0,3,-2,-2,-2,1,0,0,0,1,1,1,0,0,0,0,0,-2,-2,-2,2,2,2,1,2,1,3,3,1,3,2,"Z",0,"R",3127,"Z",0,"R",1645,"Z",0,"R",527,"B",.,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,186,2,-2,1,186,-2,1,"R",60,"B",.,"A",.,1,1,1,2,1,2,1,2,2,1,"R",2125,1,"R",21,"R",5400,"R",5620,"A",.,1,"B",.,"R",527,"R",527,"R",3127,"R",1645,"R",527,"R",0,1,0,1,1,0
166948,1,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,2,1,2,1,2,1,1,3,2,"R",958,"R",1806,"R",616,"R",1311,"R",138,"R",271,"R",0,"R",2,2,"R",402,"R",98,"R",44,"R",11,"R",390,"R",490,"R",380,"R",490,"R",400,"R",500,"R",16,"R",21,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,327,1,215,2,-2,1,215,-2,1,"R",45,"A",.,"B",.,1,1,2,-2,1,1,2,-2,2,1,"R",984,2,"A",.,"A",.,"A",.,"R",11100,1,"R",138,"R",273,"R",411,"R",2764,"R",1927,"R",409,"R",2,2,0,0,0,0
166957,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",10,"A",.,"A",.,1,1,2,-2,1,1,2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0
166975,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",100,"A",.,"A",.,2,2,-2,-2,1,1,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0
166984,0,1,1,1,0,0,3,-2,-2,-2,1,1,0,1,1,1,1,0,-2,-2,-2,0,0,0,0,2,1,2,1,3,1,1,1,1,3,2,"R",217,"R",555,"R",191,"R",508,"R",43,"R",96,"R",1,"R",1,2,"R",113,"R",80,"R",23,"R",16,"R",510,"R",610,"R",450,"R",580,"R",485,"R",600,"R",20,"R",25,"R",20,"R",25,"R",18,"R",24,"R",20,"R",25,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,1,"R",60,"R",65,"A",.,1,1,1,-2,1,1,2,-2,2,1,"R",60,3,"A",.,"R",11720,"A",.,"A",.,2,"R",44,"R",97,"R",141,"R",772,"R",699,"R",139,"R",2,1,0,0,1,0
167020,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,1,3,3,3,3,3,1,1,"R",37,"R",257,"R",10,"R",122,"R",10,"R",122,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"A",.,"A",.,"A",.,1,1,-2,-2,2,2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",10,"R",122,"R",132,"R",294,"R",132,"R",132,"R",0,1,0,0,1,0
