UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO3,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FT_GD,PT_UG,PT_FTUG,PT_GD,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED
171100,0,1,0,0,0,0,1,2,0,-2,0,1,0,0,1,0,1,1,0,1,1,0,2,1,2,1,2,2,3,1,1,3,2,"R",13534,"R",14882,"R",9522,"R",11206,"R",3745,"R",4082,"R",91,"R",66,2,"R",1026,"R",13,"R",6522,"R",82,"R",440,"R",600,"R",540,"R",670,"R",450,"R",600,"R",23,"R",28,"R",22,"R",28,"R",23,"R",28,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,1,"R",50,"R",50,1,1,1,1,1,1,1,1,"R",16367,2,"A",.,"R",3368,"R",4786,"A",.,2,"R",3836,"R",4148,"R",7984,"R",28416,"R",20728,"R",7827,"R",157,1,0,0,1,0,1,"A",.,2
171128,0,1,1,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,0,0,1,0,0,2,1,2,1,2,2,2,1,1,3,1,"R",3211,"R",1337,"R",2400,"R",953,"R",837,"R",273,"R",5,"R",0,1,"R",81,"R",7,"R",1064,"R",95,"R",520,"R",650,"R",560,"R",690,"R",510,"R",620,"R",23,"R",29,"R",22,"R",28,"R",25,"R",30,"B",.,"B",.,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,144,1,144,2,-2,1,144,1,"R",0,"R",0,1,1,1,1,1,1,1,1,"R",3070,2,"A",.,"R",4618,"R",4030,"A",.,1,"R",842,"R",273,"R",1115,"R",4548,"R",3353,"R",1110,"R",5,1,0,0,1,0,1,"A",.,2
171137,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,1,0,0,2,1,3,3,2,2,3,1,1,4,2,"R",2060,"R",2624,"R",1286,"R",1483,"R",480,"R",433,"R",26,"R",15,2,"R",7,"R",1,"R",905,"R",95,"B",.,"B",.,"R",610,"R",720,"R",510,"R",620,"R",21,"R",26,"R",21,"R",27,"R",21,"R",26,"B",.,"B",.,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,342,2,-2,2,-2,1,"R",30,"R",60,1,1,1,1,1,1,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",506,"R",448,"R",954,"R",4684,"R",2769,"R",913,"R",41,1,0,0,1,0,1,"A",.,2
171146,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,1,0,2,1,2,1,1,2,3,1,1,3,2,"R",1264,"R",1900,"R",894,"R",1338,"R",306,"R",345,"R",12,"R",23,2,"R",11,"R",2,"R",615,"R",90,"R",480,"R",655,"R",595,"R",640,"B",.,"B",.,"R",20,"R",25,"R",19,"R",25,"R",19,"R",25,"B",.,"B",.,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"R",55,1,1,1,1,1,1,1,1,"R",310,2,"A",.,"R",4534,"R",2753,"A",.,2,"R",318,"R",368,"R",686,"R",3164,"R",2232,"R",651,"R",35,1,0,0,1,0,1,"A",.,2
171155,1,1,-2,0,1,0,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171225,1,1,-2,1,1,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",5,2
171234,1,1,-2,1,0,0,1,4,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171261,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"B",.,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171298,1,1,1,0,0,0,3,-2,-2,-2,1,1,1,0,1,1,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,"R",20,"R",20,1,1,1,1,1,1,2,1,"R",752,3,"A",.,"R",2925,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2
171304,1,1,-2,1,0,0,1,5,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171313,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171322,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171395,1,1,-2,0,0,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,1,"R",148,1,"R",14,"R",3350,"R",2760,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171456,1,1,1,1,0,0,1,2,0,-2,0,1,1,1,1,1,1,1,0,0,0,0,2,1,3,1,2,3,3,1,1,3,2,"R",2668,"R",3630,"R",1943,"R",2603,"R",792,"R",956,"R",13,"R",7,2,"R",0,"R",0,"R",1665,"R",96,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",25,"R",18,"R",25,"R",18,"R",25,"B",.,"B",.,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,144,1,144,2,-2,1,144,1,"R",30,"R",50,1,1,1,1,1,1,1,1,"R",2568,2,"A",.,"R",4110,"R",4064,"A",.,2,"R",805,"R",963,"R",1768,"R",6298,"R",4546,"R",1748,"R",20,1,0,0,1,0,1,"A",.,2
171465,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",200,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2
171483,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",20,"A",.,1,1,2,1,1,2,1,1,"R",208,2,"A",.,"R",5252,"R",3400,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171492,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,2,3,1,1,3,2,"R",910,"R",556,"R",607,"R",391,"R",202,"R",122,"R",1,"R",0,2,"R",30,"R",9,"R",301,"R",93,"R",410,"R",530,"R",450,"R",540,"R",400,"R",500,"R",20,"R",24,"R",18,"R",24,"R",18,"R",25,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144,1,"R",25,"R",50,1,1,1,1,1,1,2,1,"R",815,2,"A",.,"R",4350,"R",4000,"A",.,2,"R",203,"R",122,"R",325,"R",1466,"R",998,"R",324,"R",1,1,0,0,1,0,1,"A",.,2
171535,1,1,-2,1,0,0,1,5,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2
171571,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,2,1,3,1,1,2,3,1,1,3,2,"R",4010,"R",6262,"R",2665,"R",4276,"R",879,"R",1361,"R",53,"R",68,2,"R",0,"R",0,"R",2348,"R",99,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",25,"R",19,"R",25,"R",19,"R",25,"B",.,"B",.,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,120,1,120,1,120,1,"R",0,"R",0,1,1,1,1,1,1,1,1,"R",2177,2,"A",.,"A",.,"A",.,"R",7968,2,"R",932,"R",1429,"R",2361,"R",10272,"R",6941,"R",2240,"R",121,1,0,0,1,0,2,"R",4,2
171599,0,1,0,0,0,0,4,-2,-2,76,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1,2,3,3,1,1,4,2,"R",507,"R",509,"R",366,"R",386,"R",121,"R",98,"R",23,"R",37,2,"R",7,"R",3,"R",279,"R",100,"B",.,"B",.,"R",430,"R",510,"B",.,"B",.,"R",18,"R",23,"R",17,"R",22,"R",17,"R",23,"B",.,"B",.,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,180,1,180,1,180,1,180,1,"R",25,"R",0,1,1,1,1,1,1,2,1,"R",701,1,"R",19,"R",3500,"R",3500,"A",.,2,"R",144,"R",135,"R",279,"R",1017,"R",753,"R",219,"R",60,1,0,0,1,0,2,"R",4,2
171775,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",50,"A",.,1,1,-2,1,1,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171881,0,1,0,0,0,0,4,-2,-2,79,1,1,1,0,1,1,0,0,0,0,0,0,2,1,3,1,2,3,3,1,1,4,2,"R",126,"R",151,"R",58,"R",94,"R",21,"R",24,"R",0,"R",1,2,"R",2,"R",4,"R",43,"R",93,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"R",20,"R",25,"R",20,"R",26,"R",18,"R",25,"B",.,"B",.,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"R",150,1,1,2,1,1,1,2,1,"R",166,1,"R",20,"A",.,"A",.,"R",6720,2,"R",21,"R",25,"R",46,"R",277,"R",152,"R",45,"R",1,1,0,0,1,0,1,"A",.,2
171988,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",60,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
171997,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",60,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
172015,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,2,3,3,3,3,3,3,3,3,1,2,"R",93,"R",1027,"R",27,"R",318,"R",16,"R",259,"R",0,"R",0,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",60,"A",.,1,1,-2,2,2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",16,"R",259,"R",275,"R",1120,"R",345,"R",275,"R",0,1,0,0,1,0,1,"A",.,2
172033,0,1,0,0,0,0,4,-2,-2,30,1,1,1,0,1,1,1,0,0,0,0,0,2,1,3,1,2,1,3,2,1,3,1,"R",4,"R",2,"R",4,"R",2,"R",3,"R",0,"R",0,"R",1,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",30,"R",30,1,1,1,1,1,1,2,1,"R",130,1,"R",21,"A",.,"A",.,"R",8681,2,"R",3,"R",1,"R",4,"R",6,"R",6,"R",3,"R",1,1,0,0,1,0,1,"A",.,2
172051,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,1,"R",1234,"R",1928,"R",1089,"R",1735,"R",716,"R",1013,"R",12,"R",13,1,"R",0,"R",0,"R",1732,"R",98,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24,"B",.,"B",.,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,144,1,144,1,144,1,144,1,"R",25,"R",25,1,1,1,1,1,1,1,1,"R",2700,2,"A",.,"R",4300,"R",3350,"A",.,2,"R",728,"R",1026,"R",1754,"R",3162,"R",2824,"R",1729,"R",25,1,0,0,1,0,1,"A",.,2
172200,1,1,-2,1,1,0,1,9,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2
172264,0,1,0,0,0,0,4,-2,-2,30,0,0,1,0,1,0,1,0,1,0,0,0,2,1,2,1,2,2,3,1,2,3,2,"R",997,"R",731,"R",604,"R",355,"R",201,"R",97,"R",1,"R",1,2,"R",20,"R",7,"R",289,"R",96,"R",418,"R",538,"R",493,"R",530,"B",.,"B",.,"R",18,"R",23,"R",16,"R",23,"R",17,"R",24,"B",.,"B",.,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,356,1,307,1,307,1,307,1,"B",.,"B",.,1,1,1,1,1,1,2,1,"R",447,1,"R",16,"A",.,"A",.,"R",7890,2,"R",202,"R",98,"R",300,"R",1728,"R",959,"R",298,"R",2,1,0,0,1,0,1,"A",.,2
172291,1,1,-2,0,0,0,1,8,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,2,1,1,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
172307,1,1,-2,0,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,1,1,"R",260,3,"A",.,"R",5305,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2
